Title,Description,Reference,Category,Applicability,Status,Verification,Author,Reviewer,Parent,Justification
RM-UI-0127 DELETE /p/<project_id>/delete shall return an HTTP status response,The system shall return an HTTP status response for successful DELETE /p/<project_id>/delete requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0127,Backend,Administrators,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/project.rs (delete_project_route)
RM-UI-0128 GET /p/<project_id>/requirements route shall exist,The system shall expose the GET /p/<project_id>/requirements route. Acceptance: authorized requests to /p/<project_id>/requirements using HTTP GET do not return HTTP 404.,RM-UI-0128,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (show_requirements)
RM-UI-0129 GET /p/<project_id>/requirements shall require project membership,The system shall restrict GET /p/<project_id>/requirements to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0129,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (show_requirements); src/auth/guards.rs (ProjectAccess)
RM-UI-0130 GET /p/<project_id>/requirements shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/requirements requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0130,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (show_requirements)
RM-UI-0131 GET /p/<project_id>/requirements/show/<requirement_id> route shall exist,The system shall expose the GET /p/<project_id>/requirements/show/<requirement_id> route. Acceptance: authorized requests to /p/<project_id>/requirements/show/<requirement_id> using HTTP GET do not return HTTP 404.,RM-UI-0131,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (show_requirement_id)
RM-UI-0132 GET /p/<project_id>/requirements/show/<requirement_id> shall require project membership,The system shall restrict GET /p/<project_id>/requirements/show/<requirement_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0132,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (show_requirement_id); src/auth/guards.rs (ProjectAccess)
RM-UI-0133 GET /p/<project_id>/requirements/show/<requirement_id> shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/requirements/show/<requirement_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0133,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (show_requirement_id)
RM-UI-0134 GET /p/<project_id>/requirements/edit/<requirement_id> route shall exist,The system shall expose the GET /p/<project_id>/requirements/edit/<requirement_id> route. Acceptance: authorized requests to /p/<project_id>/requirements/edit/<requirement_id> using HTTP GET do not return HTTP 404.,RM-UI-0134,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (get_edit_requirement)
RM-UI-0135 GET /p/<project_id>/requirements/edit/<requirement_id> shall require project membership,The system shall restrict GET /p/<project_id>/requirements/edit/<requirement_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0135,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (get_edit_requirement); src/auth/guards.rs (ProjectAccess)
RM-UI-0136 GET /p/<project_id>/requirements/edit/<requirement_id> shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/requirements/edit/<requirement_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0136,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (get_edit_requirement)
RM-UI-0137 POST /p/<project_id>/requirements/edit/<requirement_id> route shall exist,The system shall expose the POST /p/<project_id>/requirements/edit/<requirement_id> route. Acceptance: authorized requests to /p/<project_id>/requirements/edit/<requirement_id> using HTTP POST do not return HTTP 404.,RM-UI-0137,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (post_edit_requirement)
RM-UI-0138 POST /p/<project_id>/requirements/edit/<requirement_id> shall require project membership,The system shall restrict POST /p/<project_id>/requirements/edit/<requirement_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0138,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (post_edit_requirement); src/auth/guards.rs (ProjectAccess)
RM-UI-0139 POST /p/<project_id>/requirements/edit/<requirement_id> shall return a redirect response,The system shall return a redirect response for successful POST /p/<project_id>/requirements/edit/<requirement_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0139,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (post_edit_requirement)
RM-UI-0140 DELETE /p/<project_id>/requirements/delete/<requirement_id> route shall exist,The system shall expose the DELETE /p/<project_id>/requirements/delete/<requirement_id> route. Acceptance: authorized requests to /p/<project_id>/requirements/delete/<requirement_id> using HTTP DELETE do not return HTTP 404.,RM-UI-0140,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (delete_requirement_route)
RM-UI-0141 DELETE /p/<project_id>/requirements/delete/<requirement_id> shall require project membership,The system shall restrict DELETE /p/<project_id>/requirements/delete/<requirement_id> to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0141,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (delete_requirement_route); src/auth/guards.rs (ProjectAccess)
RM-UI-0142 DELETE /p/<project_id>/requirements/delete/<requirement_id> shall return an HTTP status response,The system shall return an HTTP status response for successful DELETE /p/<project_id>/requirements/delete/<requirement_id> requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0142,Backend,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (delete_requirement_route)
RM-UI-0143 GET /p/<project_id>/requirements/new route shall exist,The system shall expose the GET /p/<project_id>/requirements/new route. Acceptance: authorized requests to /p/<project_id>/requirements/new using HTTP GET do not return HTTP 404.,RM-UI-0143,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (new_requirement)
RM-UI-0144 GET /p/<project_id>/requirements/new shall require project membership,The system shall restrict GET /p/<project_id>/requirements/new to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0144,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (new_requirement); src/auth/guards.rs (ProjectAccess)
RM-UI-0145 GET /p/<project_id>/requirements/new shall return a template-rendered HTML response,The system shall return a template-rendered HTML response for successful GET /p/<project_id>/requirements/new requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0145,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (new_requirement)
RM-UI-0146 POST /p/<project_id>/requirements/new route shall exist,The system shall expose the POST /p/<project_id>/requirements/new route. Acceptance: authorized requests to /p/<project_id>/requirements/new using HTTP POST do not return HTTP 404.,RM-UI-0146,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (post_requirement)
RM-UI-0147 POST /p/<project_id>/requirements/new shall require project membership,The system shall restrict POST /p/<project_id>/requirements/new to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0147,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (post_requirement); src/auth/guards.rs (ProjectAccess)
RM-UI-0148 POST /p/<project_id>/requirements/new shall return a redirect response,The system shall return a redirect response for successful POST /p/<project_id>/requirements/new requests. Acceptance: the response status is in the 2xx/3xx class and the content type matches the route's intent.,RM-UI-0148,User Interface,All Users,Draft,Integration Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (post_requirement)
RM-UI-0149 GET /p/<project_id>/requirements/tree route shall exist,The system shall expose the GET /p/<project_id>/requirements/tree route. Acceptance: authorized requests to /p/<project_id>/requirements/tree using HTTP GET do not return HTTP 404.,RM-UI-0149,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (show_requirements_tree)
RM-UI-0150 GET /p/<project_id>/requirements/tree shall require project membership,The system shall restrict GET /p/<project_id>/requirements/tree to authenticated users with access to the addressed project. Acceptance: a non-member authenticated user receives HTTP 403 Forbidden.,RM-UI-0150,User Interface,All Users,Draft,System Test,System Administrator,Alice Johnson,RM-UI-0001 Web UI pages and templates,Trace: src/routes/html/project/requirements.rs (show_requirements_tree); src/auth/guards.rs (ProjectAccess)
